pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TIC 172900988 b,TIC 172900988 Aa,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,200.452,0.011,-0.011,0,0.90281,0.00016,-0.00016,0,11.25,0.44,-0.44,0,1.004,0.039,-0.039,0,942,5.6,-5.6,0,2.96386,0.01762,-0.01762,0,Mass,0.0271,0.0011,-0.0011,0,,,,,,,,,0,<a refstr=KOSTOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..234K/abstract target=ref>Kostov et al. 2021</a>,F9,6050,100,-100,0,1.38,0,0,0,1.24,0,0,0,0.34,0.1,-0.1,0,[Fe/H],4.25,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h34m38.80s,128.6616644,+31d33m14.33s,31.5539793,250.956,3.254,-3.172,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552,2021-09-08,2021-12,2021-09-08
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,12.52,0.605,-0.527,0,1.117,0.054,-0.047,0,617.22586,29.24036,-28.92253,0,1.942,0.092,-0.091,0,Mass,0.575,0.011,-0.011,0,,,,,974,,,0,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,G3,5788,80,-80,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,0.14,0.05,-0.05,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.063,2.051,-2.025,12.144,0.069,-0.069,10.485,0.021,-0.021,11.9371,0.000176,-0.000176,2020-12-10,2020-12,2020-12-17
TIC 257060897 b,TIC 257060897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,3.660028,0.000006,-0.000006,0,0.051,0.002,-0.002,0,16.701,0.448,-0.448,0,1.49,0.04,-0.04,0,212.94503,9.53485,-9.53485,0,0.67,0.03,-0.03,0,Mass,0.03,0.02,-0.02,0,,,,,1762,21,-21,0,0,<a refstr=MONTALTO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2908M/abstract target=ref>Montalto et al. 2022</a>,,,,,,1.82,0.05,-0.05,0,1.32,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,2021-10-04,2022-01,2021-10-04
TOI-1062 b,TOI-1062,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,4.11296,0.0015,-0.0015,0,0.052,0.024,-0.025,0,2.265,0.096,-0.091,0,0.202,0.009,-0.008,0,10.15,0.81,-0.84,0,0.03194,0.00255,-0.00264,0,Mass,0.177,0.067,-0.064,0,232,11,-10,0,1077,10,-9,0,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,2021-08-03,2021-09,2021-08-03
TOI-1062 c,TOI-1062,1,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,7.972,0.018,-0.024,0,0.08,0.013,-0.012,0,,,,,,,,,9.78,1.26,-1.18,0,0.03077,0.00396,-0.00371,0,Msini,0.14,0.073,-0.069,0,95,5,-4,0,859,9,-8,0,0,<a refstr=OTEGI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.105O/abstract target=ref>Otegi et al. 2021</a>,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,2021-08-03,2021-09,2021-08-03
TOI-1064 b,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,6.443868,0.000025,-0.000025,0,0.06152,0.00086,-0.00089,0,2.587,0.043,-0.042,0,0.231,0.004,-0.004,0,13.5,1.7,-1.8,0,0.04248,0.00535,-0.00566,0,Mass,0.047,0.038,-0.03,0,62.9,4.2,-4,0,784,13,-13,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734,67,-67,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,[Fe/H],4.6,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,2022-01-31,2022-01,2022-01-31
TOI-1064 c,TOI-1064,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,12.226574,0.000046,-0.000043,0,0.09429,0.00132,-0.00136,0,2.651,0.043,-0.042,0,0.237,0.004,-0.004,0,2.5,1.8,-2,0,0.00787,0.00566,-0.00629,0,Mass,0.088,0.081,-0.064,0,26.8,1.8,-1.7,0,634,10,-10,0,0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,,4734,67,-67,0,0.73,0.01,-0.01,0,0.75,0.03,-0.03,0,0.05,0.08,-0.08,0,[Fe/H],4.6,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,2022-01-31,2022-01,2022-01-31
TOI-1075 b,TOI-1075,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.6047328,0.0000032,-0.0000032,0,0.0118,0.0001,-0.0001,0,1.72,0.08,-0.08,0,0.153,0.007,-0.007,0,,,,,,,,,,,,,,,,,,1336,56,-56,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3921,157,-157,0,0.58,0.02,-0.02,0,0.6,0.02,-0.02,0,,,,,,4.69,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232,2022-02-15,2022-02,2022-02-15
TOI-1107 b,TOI-1107,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,4.0782387,0.0000024,-0.0000025,0,0.0561,0.0024,-0.0025,0,14.572,0.56,-0.56,0,1.3,0.05,-0.05,0,1064.72516,57.20911,-57.20911,0,3.35,0.18,-0.18,0,Mass,0.025,0.023,-0.016,0,532,92,-93,0,1728,27,-27,0,0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,F6 V,6311,98,-98,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,-0.1,0.09,-0.09,0,[Fe/H],4.05,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,281.314,2.031,-2.003,10.553,0.006,-0.006,9.205,0.019,-0.019,10.3745,0.000367,-0.000367,2022-06-08,2022-05,2022-06-08
TOI-1130 b,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,4.066499,0.000046,-0.000045,0,0.04394,0.00035,-0.00038,0,3.65,0.1,-0.1,0,0.326,0.009,-0.009,0,,,,,,,,,,0.22,0.11,-0.11,0,,,,,810,15,-15,0,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250,67,-67,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,0.2,,,-1,[Fe/H],4.6,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,2020-03-26,2020-03,2020-04-02
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,8.350381,0.000032,-0.000033,0,0.07098,0.00056,-0.0006,0,16.814,3.026,-2.466,0,1.5,0.27,-0.22,0,309.56642,13.66669,-13.98452,0,0.974,0.043,-0.044,0,Mass,0.047,0.04,-0.027,0,,,,,637,12,-12,0,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250,67,-67,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,0.2,,,-1,[Fe/H],4.6,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,2020-03-26,2020-03,2020-04-02
TOI-1181 b,TOI-1181,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.103195,0.000012,-0.000011,0,,,,,14.572,0.897,-0.897,0,1.3,0.08,-0.08,0,375.03752,44.49598,-44.49598,0,1.18,0.14,-0.14,0,Mass,,,,,,,,,,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F9 IV,5990,95,-95,0,1.75,0.09,-0.09,0,1.19,0.18,-0.18,0,0.05,0.1,-0.1,0,[Fe/H],3.9,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.819,3.542,-3.462,10.582,0.006,-0.006,9.22,0.015,-0.015,10.4776,0.000341,-0.000341,2022-05-23,2022-05,2022-05-23
TOI-1201 b,TOI-1201,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,2.4919863,0.000003,-0.0000031,0,0.0287,0.0012,-0.0012,0,2.415,0.091,-0.09,0,0.215,0.008,-0.008,0,6.28,0.84,-0.88,0,0.01976,0.00264,-0.00277,0,Mass,0,,,0,40.6,3.6,-3.2,0,703,15,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,M2.0 V,3476,51,-51,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.05,0.16,-0.16,0,[Fe/H],4.8,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871,0.0516,-0.0516,12.26,0.2,-0.2,8.646,0.029,-0.029,12.0966,0.000609,-0.000609,2021-09-27,2021-12,2021-09-27
TOI-122 b,TOI-122,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803,0.000015,-0.000015,0,0.0392,0.0007,-0.0007,0,2.72,0.18,-0.18,0,0.243,0.016,-0.016,0,,,,,,,,,,0,,,0,8.8,1,-1,0,471,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403,100,-100,0,0.33,0.01,-0.01,0,0.31,0.01,-0.01,0,,,,,,4.88,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.946085,62.118,0.2165,-0.2151,15.526,0.026,-0.026,10.771,0.021,-0.021,14.3357,0.000442,-0.000442,2020-12-10,2021-01,2020-12-17
TOI-1227 b,TOI-1227,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,27.36397,0.00011,-0.00011,0,0.0886,0.0054,-0.0057,0,9.572,0.751,-0.583,0,0.854,0.067,-0.052,0,,,,,,,,,,,,,,3.21,0.38,-0.36,0,,,,,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,M4.5V-M5V,3072,74,-74,0,0.56,0.03,-0.03,0,0.17,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.641,0.573,-0.566,16.999,1.133,-1.133,11.034,0.021,-0.021,15.2514,0.000848,-0.000848,2022-03-28,2022-04,2022-03-28
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,0.000064,-0.000066,0,0.1288,0.0021,-0.0022,0,3.65,0.16,-0.15,0,0.326,0.014,-0.013,0,15.4,3.3,-3.3,0,0.04845,0.01038,-0.01038,0,Mass,0.087,0.12,-0.061,0,1.93,0.1,-0.1,0,330,4,-4,0,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553,51,-52,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,0.041,0.069,-0.063,0,[Fe/H],4.77,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.74726,-52d28m04.34s,-52.4678724,27.6227,0.0609,-0.0609,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922,2021-11-09,2021-09,2021-11-09
TOI-1235 b,TOI-1235,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,3.444717,0.00004,-0.000042,0,0.03826,0.00048,-0.00049,0,1.694,0.08,-0.077,0,0.151,0.007,-0.007,0,5.9,0.62,-0.61,0,0.01856,0.00195,-0.00192,0,Mass,,,,,60.3,1.6,-1.5,0,775,13,-13,0,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997,51,-51,0,0.62,0.02,-0.02,0,0.63,0.02,-0.02,0,0.33,0.16,-0.16,0,[Fe/H],4.64,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345,0.0478,-0.0478,11.495,0.056,-0.056,7.893,0.023,-0.023,10.8492,0.000519,-0.000519,2021-05-17,2020-07,2021-05-17
TOI-1246 b,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,4.30744,0.00002,-0.00002,0,0.049,0.002,-0.002,0,3.01,0.06,-0.06,0,0.269,0.005,-0.005,0,8.1,1.1,-1.1,0,0.02549,0.00346,-0.00346,0,Mass,,,,,196,,,0,955,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,2022-05-03,2022-04,2022-05-03
TOI-1246 c,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,5.904144,0.000083,-0.000083,0,0.061,0.002,-0.002,0,2.51,0.08,-0.08,0,0.224,0.007,-0.007,0,8.8,1.2,-1.2,0,0.02769,0.00378,-0.00378,0,Mass,,,,,129,,,0,860,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,2022-05-03,2022-04,2022-05-03
TOI-1246 d,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,18.6559,0.00048,-0.00048,0,0.131,0.004,-0.004,0,3.51,0.09,-0.09,0,0.313,0.008,-0.008,0,5.3,1.7,-1.7,0,0.01668,0.00535,-0.00535,0,Mass,,,,,28,,,0,586,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,2022-05-03,2022-04,2022-05-03
TOI-1246 e,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,37.9216,0.001,-0.001,0,0.211,0.007,-0.007,0,3.78,0.16,-0.16,0,0.337,0.014,-0.014,0,14.8,2.3,-2.3,0,0.04657,0.00724,-0.00724,0,Mass,,,,,11,,,0,462,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,2022-05-03,2022-04,2022-05-03
